Customer_ID,Age,Gender,Location,Device_Type,Traffic_Source,Session_Count,Return_Customer,Time_of_Day,Time_Spent_on_Site,Pages_Viewed,Product_Category,Product_Category_2,Discount_Code_Used,Payment_Method,Items_in_Cart,Added_to_Cart,Abandonment_Point,Converted,Order_Value
CUST00503,42.0,Female,Abu Dhabi,Mobile,Email,5.0,Yes,Evening,24.86,5.0,Electronics,Sports,No,Digital Wallet,2.0,Yes,None,Yes,364.32
CUST00504,37.0,Male,Dubai,Tablet,Direct,4.0,Yes,Evening,63.01,13.0,Apparel,nan,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00505,27.0,Male,Riyadh,Mobile,Social Media,1.0,No,Night,1.97,5.0,Electronics,Sports,Yes,Digital Wallet,3.0,Yes,Cart,No,
CUST00506,46.0,Other,Sharjah,Mobile,Email,3.0,Yes,Evening,26.69,,Apparel,nan,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00507,38.0,Male,Mumbai,Tablet,Paid Search,1.0,No,Morning,9.7,3.0,Electronics,nan,No,Digital Wallet,1.0,Yes,Checkout,No,
CUST00508,27.0,Male,Sharjah,Mobile,Social Media,1.0,No,Night,5.76,4.0,Sports,nan,No,Digital Wallet,,No,Product Page,No,
CUST00509,43.0,Male,Dubai,Desktop,Social Media,1.0,No,Evening,30.68,6.0,Books,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00510,25.0,Female,Mumbai,Mobile,Paid Search,3.0,Yes,Evening,4.84,3.0,Apparel,Sports,No,Cash on Delivery,,No,Product Page,No,
CUST00511,46.0,Male,Muscat,Desktop,Organic,3.0,Yes,Evening,21.09,3.0,Home & Kitchen,Beauty,Yes,BNPL,,No,Product Page,No,
CUST00512,31.0,Female,Dubai,Mobile,Organic,4.0,Yes,Evening,33.9,8.0,Beauty,nan,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00513,62.0,Male,Cairo,Tablet,Paid Search,1.0,No,Night,24.77,7.0,Beauty,nan,No,Cash on Delivery,2.0,Yes,None,Yes,93.81
CUST00514,32.0,Male,Abu Dhabi,Mobile,Email,4.0,Yes,Evening,26.96,6.0,Home & Kitchen,nan,No,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00515,37.0,Female,Abu Dhabi,Mobile,Organic,2.0,Yes,Night,22.25,6.0,Home & Kitchen,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00516,42.0,Male,Cairo,Mobile,Social Media,1.0,No,Afternoon,11.03,2.0,Beauty,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00517,33.0,Other,Sharjah,Mobile,Paid Search,1.0,No,Afternoon,8.36,3.0,Beauty,Apparel,Yes,Cash on Delivery,,No,Product Page,No,
CUST00518,49.0,Male,Dubai,Desktop,Direct,2.0,Yes,Evening,12.09,3.0,Apparel,nan,No,Credit/Debit Card,3.0,Yes,None,Yes,158.78
CUST00519,40.0,Male,Abu Dhabi,Desktop,Email,2.0,Yes,Night,40.91,10.0,Apparel,nan,Yes,BNPL,2.0,Yes,None,Yes,173.06
CUST00520,23.0,Male,Doha,Mobile,Paid Search,2.0,Yes,Afternoon,16.64,2.0,Apparel,Beauty,No,Digital Wallet,,No,Product Page,No,
CUST00521,25.0,Male,Dubai,Desktop,Paid Search,2.0,Yes,Morning,30.53,6.0,Home & Kitchen,nan,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00522,51.0,Other,Riyadh,Mobile,Email,6.0,Yes,Afternoon,11.7,5.0,Apparel,nan,Yes,Credit/Debit Card,4.0,Yes,Cart,No,
CUST00523,37.0,Female,Doha,Mobile,Organic,5.0,Yes,Evening,14.93,1.0,Home & Kitchen,nan,No,Cash on Delivery,2.0,Yes,None,Yes,157.78
CUST00524,37.0,Male,Abu Dhabi,Mobile,Paid Search,3.0,Yes,Night,19.47,4.0,Apparel,Toys,No,Digital Wallet,,No,Product Page,No,
CUST00525,37.0,Female,Doha,Mobile,Organic,3.0,Yes,Evening,11.23,3.0,Sports,nan,No,BNPL,2.0,Yes,Payment Gateway,No,
CUST00526,29.0,Female,Cairo,Mobile,Social Media,9.0,Yes,Night,5.4,3.0,Electronics,Books,No,BNPL,1.0,Yes,Checkout,No,
CUST00527,36.0,Male,Sharjah,Desktop,Email,5.0,Yes,Evening,,8.0,Home & Kitchen,Beauty,Yes,Digital Wallet,,No,Product Page,No,
CUST00528,36.0,Male,Abu Dhabi,Mobile,Paid Search,1.0,No,Afternoon,6.92,1.0,Home & Kitchen,nan,No,Digital Wallet,2.0,Yes,None,Yes,182.05
CUST00529,61.0,Female,Dubai,Desktop,Social Media,1.0,No,Evening,18.66,7.0,Apparel,nan,No,Credit/Debit Card,1.0,Yes,Cart,No,
CUST00530,40.0,Other,Riyadh,Mobile,Paid Search,1.0,No,Evening,16.51,6.0,Apparel,nan,Yes,Cash on Delivery,,No,Product Page,No,
CUST00531,38.0,Other,Cairo,Desktop,Referral,2.0,Yes,Night,35.58,8.0,Sports,nan,Yes,Credit/Debit Card,4.0,Yes,Cart,No,
CUST00532,38.0,Female,Abu Dhabi,Mobile,Email,3.0,Yes,Morning,18.77,2.0,Apparel,Sports,Yes,Credit/Debit Card,2.0,Yes,Payment Gateway,No,
CUST00533,,Female,Abu Dhabi,Mobile,Email,6.0,Yes,Morning,19.82,5.0,Books,nan,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00534,36.0,Male,Abu Dhabi,Mobile,Organic,3.0,Yes,Morning,18.72,5.0,Books,Electronics,No,BNPL,2.0,Yes,None,Yes,56.62
CUST00535,46.0,Male,Riyadh,Desktop,Social Media,1.0,No,Evening,24.08,5.0,Beauty,nan,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00536,36.0,Male,Dubai,Mobile,Direct,3.0,Yes,Morning,22.26,3.0,Sports,Electronics,No,BNPL,3.0,Yes,Payment Gateway,No,
CUST00537,51.0,Female,Muscat,Desktop,Paid Search,1.0,No,Evening,36.71,8.0,Home & Kitchen,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00538,35.0,Female,Abu Dhabi,Mobile,Email,8.0,Yes,Evening,13.49,5.0,Home & Kitchen,Toys,Yes,Credit/Debit Card,2.0,Yes,None,Yes,90.88
CUST00539,48.0,Female,Doha,Desktop,Paid Search,1.0,No,Afternoon,65.39,15.0,Grocery,Beauty,Yes,Digital Wallet,,No,Product Page,No,
CUST00540,49.0,Female,Sharjah,Mobile,Social Media,3.0,Yes,Evening,,4.0,Apparel,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00541,,Female,Riyadh,Mobile,Social Media,4.0,Yes,Night,14.86,3.0,Electronics,nan,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00542,26.0,Other,Dubai,Mobile,Email,3.0,Yes,Afternoon,21.98,6.0,Apparel,nan,No,Digital Wallet,,No,Product Page,No,
CUST00543,56.0,Male,Doha,Mobile,Email,4.0,Yes,Morning,13.84,2.0,Home & Kitchen,nan,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00544,35.0,Female,,Mobile,Organic,2.0,Yes,Afternoon,17.44,2.0,Electronics,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00545,40.0,Female,Dubai,Tablet,Social Media,1.0,No,Evening,39.19,9.0,Books,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00546,31.0,Male,Sharjah,Tablet,Direct,3.0,Yes,Morning,150.54193256331232,33.0,Apparel,nan,Yes,Digital Wallet,2.0,Yes,None,Yes,2112.04
CUST00547,33.0,Other,Doha,Desktop,Paid Search,2.0,Yes,Evening,18.76,,Sports,Electronics,No,Digital Wallet,,No,Product Page,No,
CUST00548,53.0,Female,Dubai,Mobile,Email,3.0,Yes,Night,37.73,7.0,Apparel,nan,Yes,Credit/Debit Card,3.0,Yes,None,Yes,136.18
CUST00549,52.0,Male,Dubai,Mobile,Organic,4.0,Yes,Evening,23.07,5.0,Apparel,Sports,Yes,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00550,42.0,Male,Kuwait City,Desktop,Social Media,3.0,Yes,Evening,18.63,8.0,Electronics,nan,No,Credit/Debit Card,3.0,Yes,None,Yes,417.92
CUST00551,37.0,Female,Kuwait City,Mobile,Paid Search,1.0,No,Afternoon,6.67,1.0,Apparel,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00552,45.0,Female,Dubai,Tablet,Social Media,3.0,Yes,Night,8.05,5.0,Home & Kitchen,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00553,33.0,Female,Riyadh,Mobile,Paid Search,2.0,Yes,Night,9.47,4.0,Grocery,nan,No,Credit/Debit Card,3.0,Yes,None,Yes,69.66
CUST00554,41.0,Male,Sharjah,Tablet,Paid Search,2.0,Yes,Evening,46.44,12.0,Apparel,Beauty,Yes,Cash on Delivery,3.0,Yes,Checkout,No,
CUST00555,29.0,Male,Riyadh,Mobile,Paid Search,33.0,Yes,Afternoon,26.08,6.0,Beauty,nan,Yes,BNPL,5.0,Yes,Cart,No,
CUST00556,28.0,Male,Muscat,Desktop,Social Media,1.0,No,Night,43.18,9.0,Apparel,nan,No,BNPL,,No,Product Page,No,
CUST00557,42.0,Male,Dubai,Mobile,Organic,3.0,Yes,Afternoon,24.59,5.0,Electronics,Books,Yes,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00558,41.0,Male,Kuwait City,Desktop,Email,6.0,Yes,Morning,,7.0,Home & Kitchen,Grocery,Yes,Digital Wallet,4.0,Yes,None,Yes,263.35
CUST00559,40.0,Female,Sharjah,Mobile,Paid Search,1.0,No,Afternoon,19.74,2.0,Electronics,nan,No,BNPL,1.0,Yes,Checkout,No,
CUST00560,34.0,Male,Riyadh,Desktop,Social Media,1.0,No,Evening,36.26,8.0,Books,nan,Yes,Credit/Debit Card,3.0,Yes,Payment Gateway,No,
CUST00561,42.0,Male,Riyadh,Desktop,Social Media,1.0,No,Afternoon,24.82,8.0,Beauty,Grocery,No,BNPL,3.0,Yes,Cart,No,
CUST00562,33.0,Male,London,Mobile,Social Media,3.0,Yes,Afternoon,5.84,3.0,Apparel,nan,Yes,Cash on Delivery,,No,Product Page,No,
CUST00563,22.0,Male,Dubai,Mobile,Email,4.0,Yes,Morning,10.99,5.0,Beauty,Apparel,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00564,37.0,Female,Dubai,Mobile,Organic,30.0,Yes,Evening,27.81,4.0,Electronics,nan,Yes,Digital Wallet,3.0,Yes,None,Yes,363.79
CUST00565,28.0,Female,Dubai,Mobile,Email,4.0,Yes,Evening,18.72,3.0,Beauty,Apparel,Yes,Credit/Debit Card,3.0,Yes,None,Yes,70.21
CUST00566,46.0,Female,Mumbai,Mobile,Social Media,1.0,No,Afternoon,15.64,6.0,Sports,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00567,53.0,Male,Doha,Mobile,Organic,2.0,Yes,Night,14.4,4.0,Sports,nan,No,Cash on Delivery,2.0,Yes,None,Yes,187.89
CUST00568,58.0,Male,Riyadh,Mobile,Social Media,3.0,Yes,Evening,15.15,2.0,Apparel,Sports,No,BNPL,2.0,Yes,Checkout,No,
CUST00569,38.0,Male,Dubai,Desktop,Email,4.0,Yes,Morning,18.37,,Apparel,Beauty,Yes,BNPL,3.0,Yes,Cart,No,
CUST00570,31.0,Male,Cairo,Desktop,Direct,7.0,Yes,Afternoon,22.08,5.0,Home & Kitchen,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00571,40.0,Female,Muscat,Mobile,Organic,3.0,Yes,Evening,29.61,11.0,Grocery,Beauty,No,BNPL,4.0,Yes,None,Yes,94.81
CUST00572,38.0,Male,Doha,Desktop,Email,4.0,Yes,Morning,32.82,8.0,Books,Electronics,Yes,BNPL,,No,Product Page,No,
CUST00573,40.0,Female,Abu Dhabi,Desktop,Paid Search,2.0,Yes,Morning,12.18,2.0,Apparel,nan,No,BNPL,3.0,Yes,Cart,No,
CUST00574,49.0,Male,Dubai,Mobile,Direct,3.0,Yes,Evening,20.63,6.0,Sports,Books,No,Cash on Delivery,3.0,Yes,Cart,No,
CUST00575,34.0,Female,Riyadh,Mobile,Paid Search,1.0,No,Evening,7.61,5.0,Books,Electronics,No,Digital Wallet,,No,Product Page,No,
CUST00576,40.0,Female,Doha,Mobile,Paid Search,3.0,Yes,Evening,43.59,10.0,Apparel,nan,Yes,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00577,,Female,Dubai,Desktop,Paid Search,2.0,Yes,Evening,30.73,6.0,Sports,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00578,37.0,Female,Riyadh,Desktop,Referral,1.0,No,Night,18.13,5.0,Apparel,Beauty,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00579,58.0,Other,Abu Dhabi,Mobile,Direct,,Yes,Morning,62.71,13.0,Apparel,nan,No,Digital Wallet,2.0,Yes,None,Yes,131.08
CUST00580,31.0,Female,Kuwait City,Desktop,Direct,5.0,Yes,Morning,12.87,3.0,Electronics,nan,Yes,Credit/Debit Card,4.0,Yes,None,Yes,552.48
CUST00581,47.0,Male,Sharjah,Mobile,Email,4.0,Yes,Night,17.66,2.0,Home & Kitchen,Toys,No,Digital Wallet,,No,Product Page,No,
CUST00582,36.0,Male,Dubai,Mobile,Social Media,1.0,No,Evening,18.79,6.0,Sports,Apparel,Yes,Credit/Debit Card,1.0,Yes,Cart,No,
CUST00583,48.0,Female,Sharjah,Desktop,Direct,4.0,Yes,Evening,65.88,12.0,Home & Kitchen,Toys,No,BNPL,2.0,Yes,Payment Gateway,No,
CUST00584,47.0,Female,Abu Dhabi,Desktop,Referral,1.0,No,Morning,42.67,,Electronics,Home & Kitchen,Yes,Credit/Debit Card,2.0,Yes,None,Yes,298.73
CUST00585,30.0,Male,Dubai,Mobile,Social Media,2.0,Yes,Morning,24.99,6.0,Apparel,Beauty,No,Digital Wallet,,No,Product Page,No,
CUST00586,45.0,Male,Muscat,Mobile,Paid Search,1.0,No,Afternoon,6.04,3.0,Home & Kitchen,nan,No,Digital Wallet,3.0,Yes,None,Yes,1643.12
CUST00587,26.0,Other,Dubai,Tablet,Organic,4.0,Yes,Afternoon,15.39,3.0,Home & Kitchen,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00588,27.0,Male,Abu Dhabi,Mobile,Referral,1.0,No,Morning,21.25,6.0,Home & Kitchen,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00589,38.0,Male,Dubai,Desktop,Direct,2.0,Yes,Afternoon,10.83,4.0,Electronics,nan,No,Digital Wallet,2.0,Yes,Checkout,No,
CUST00590,53.0,Male,Dubai,Mobile,Direct,8.0,Yes,Evening,17.89,4.0,Beauty,nan,Yes,Digital Wallet,4.0,Yes,None,Yes,106.71
CUST00591,43.0,Female,Abu Dhabi,Mobile,Direct,4.0,Yes,Morning,26.21,4.0,Books,Grocery,No,Cash on Delivery,2.0,Yes,None,Yes,47.17
CUST00592,30.0,Male,Dubai,Mobile,Direct,4.0,Yes,Morning,96.31943305746536,48.0,Home & Kitchen,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00593,22.0,Female,Riyadh,Mobile,Email,4.0,Yes,Afternoon,29.73,8.0,Beauty,nan,No,Cash on Delivery,4.0,Yes,Checkout,No,
CUST00594,44.0,Male,Dubai,Desktop,Organic,2.0,Yes,Morning,37.99,6.0,Books,nan,No,BNPL,,No,Product Page,No,
CUST00595,38.0,Female,Doha,Mobile,Paid Search,1.0,No,Morning,9.11,1.0,Beauty,nan,No,Cash on Delivery,,No,Product Page,No,
CUST00596,39.0,Female,Dubai,Mobile,Organic,6.0,Yes,Afternoon,15.6,4.0,Beauty,Grocery,No,Credit/Debit Card,4.0,Yes,Payment Gateway,No,
CUST00597,42.0,Male,Dubai,Mobile,Social Media,2.0,Yes,Evening,5.85,1.0,Beauty,nan,Yes,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00598,49.0,Female,Abu Dhabi,Mobile,Direct,5.0,Yes,Evening,14.92,5.0,Apparel,nan,Yes,Digital Wallet,3.0,Yes,None,Yes,167.68
CUST00599,37.0,Male,Cairo,Tablet,Social Media,1.0,No,Afternoon,3.59,1.0,Home & Kitchen,nan,Yes,Credit/Debit Card,2.0,Yes,Payment Gateway,No,
CUST00600,53.0,Male,Riyadh,Desktop,Paid Search,1.0,No,Evening,10.58,4.0,Sports,nan,Yes,Credit/Debit Card,2.0,Yes,Payment Gateway,No,
CUST00601,31.0,Female,Kuwait City,Mobile,Paid Search,2.0,Yes,Night,10.54,2.0,Apparel,nan,Yes,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00602,24.0,Male,Dubai,Desktop,Organic,3.0,Yes,Evening,13.09,7.0,Books,Grocery,No,Credit/Debit Card,1.0,Yes,Payment Gateway,No,
CUST00603,50.0,Female,Muscat,Desktop,Organic,2.0,Yes,Morning,16.02,2.0,Beauty,Grocery,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00604,27.0,Male,Dubai,Desktop,Social Media,2.0,Yes,Evening,11.85,3.0,Apparel,Beauty,No,BNPL,2.0,Yes,Cart,No,
CUST00605,39.0,Male,,Mobile,Paid Search,1.0,No,Evening,32.35,9.0,Beauty,Apparel,No,Digital Wallet,,No,Product Page,No,
CUST00606,53.0,Male,Riyadh,Mobile,Social Media,2.0,Yes,Night,12.64,2.0,Apparel,nan,No,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00607,24.0,Female,,Mobile,Paid Search,3.0,Yes,Night,36.59,8.0,Sports,nan,Yes,Cash on Delivery,2.0,Yes,Cart,No,
CUST00608,44.0,Male,Mumbai,Desktop,Social Media,1.0,No,Evening,11.1,4.0,Home & Kitchen,Toys,Yes,BNPL,,No,Product Page,No,
CUST00609,24.0,Female,Dubai,Desktop,Social Media,2.0,Yes,Evening,14.89,,Books,nan,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00610,39.0,Male,Mumbai,Mobile,Social Media,2.0,Yes,Night,12.34,2.0,Home & Kitchen,nan,No,Credit/Debit Card,1.0,Yes,Payment Gateway,No,
CUST00611,19.0,Male,Riyadh,Mobile,Social Media,1.0,No,Night,1.12,2.0,Beauty,Grocery,No,Credit/Debit Card,,No,Product Page,No,
CUST00612,27.0,Female,Riyadh,Mobile,Paid Search,1.0,No,Evening,18.27,5.0,Toys,Apparel,No,Cash on Delivery,2.0,Yes,Checkout,No,
CUST00613,31.0,Female,Dubai,Mobile,Direct,5.0,Yes,Afternoon,,3.0,Electronics,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00614,23.0,Male,Dubai,Tablet,Social Media,4.0,Yes,Afternoon,15.92,7.0,Beauty,nan,Yes,Cash on Delivery,,No,Product Page,No,
CUST00615,45.0,Female,London,Mobile,Paid Search,2.0,Yes,Evening,5.87,3.0,Electronics,nan,No,Cash on Delivery,1.0,Yes,None,Yes,342.83
CUST00616,77.0,Male,Abu Dhabi,Mobile,Paid Search,2.0,Yes,Evening,12.99,5.0,Sports,Books,Yes,Digital Wallet,,No,Product Page,No,
CUST00617,53.0,Female,Doha,Tablet,Social Media,1.0,No,Night,8.58,4.0,Home & Kitchen,nan,Yes,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00618,28.0,Female,Mumbai,Mobile,Paid Search,1.0,No,Night,13.47,1.0,Grocery,Toys,No,Digital Wallet,2.0,Yes,Cart,No,
CUST00619,35.0,Female,Dubai,Desktop,Paid Search,1.0,No,Afternoon,17.33,4.0,Books,Grocery,No,Credit/Debit Card,1.0,Yes,Cart,No,
CUST00620,25.0,Female,Riyadh,Mobile,Organic,4.0,Yes,Evening,13.3,4.0,Electronics,nan,No,Digital Wallet,2.0,Yes,None,Yes,352.56
CUST00621,32.0,Male,Doha,Mobile,Organic,6.0,Yes,Afternoon,28.85,6.0,Electronics,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00622,55.0,Female,Dubai,Mobile,Social Media,2.0,Yes,Night,29.83,7.0,Home & Kitchen,Beauty,Yes,BNPL,,No,Product Page,No,
CUST00623,46.0,Female,Dubai,Desktop,Email,3.0,Yes,Evening,24.45,3.0,Home & Kitchen,Grocery,Yes,BNPL,3.0,Yes,Payment Gateway,No,
CUST00624,27.0,Male,Sharjah,Mobile,Paid Search,34.0,Yes,Afternoon,148.16245516743425,31.0,Electronics,Books,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00625,21.0,Male,Abu Dhabi,Mobile,Direct,9.0,Yes,Afternoon,5.05,2.0,Electronics,nan,No,Credit/Debit Card,2.0,Yes,None,Yes,287.66
CUST00626,21.0,Female,Doha,Desktop,Paid Search,1.0,No,Morning,19.14,2.0,Home & Kitchen,nan,No,BNPL,,No,Product Page,No,
CUST00627,45.0,Female,Dubai,Mobile,Organic,5.0,Yes,Morning,40.12,10.0,Electronics,nan,No,BNPL,,No,Product Page,No,
CUST00628,31.0,Male,Mumbai,Mobile,Paid Search,1.0,No,Night,2.86,1.0,Books,nan,No,Credit/Debit Card,3.0,Yes,None,Yes,66.46
CUST00629,63.0,Female,Dubai,Mobile,Direct,3.0,Yes,Morning,9.02,2.0,Sports,Apparel,Yes,Digital Wallet,3.0,Yes,Checkout,No,
CUST00630,39.0,Female,Riyadh,Mobile,Social Media,1.0,No,Morning,9.34,2.0,Sports,nan,No,Digital Wallet,3.0,Yes,Cart,No,
CUST00631,31.0,Male,Riyadh,Desktop,Paid Search,1.0,No,Afternoon,5.69,1.0,Electronics,Books,No,Credit/Debit Card,,No,Product Page,No,
CUST00632,26.0,Male,Dubai,Desktop,Organic,,Yes,Night,25.43,3.0,Electronics,nan,No,Digital Wallet,,No,Product Page,No,
CUST00633,48.0,Female,Dubai,Tablet,Paid Search,2.0,Yes,Afternoon,18.12,5.0,Home & Kitchen,Beauty,Yes,BNPL,,No,Product Page,No,
CUST00634,33.0,Male,Kuwait City,Desktop,Email,5.0,Yes,Morning,28.19,6.0,Toys,nan,Yes,Credit/Debit Card,3.0,Yes,None,Yes,43.59
CUST00635,42.0,Male,Cairo,Mobile,Organic,6.0,Yes,Evening,138.7768308683491,28.0,Apparel,Beauty,No,Cash on Delivery,2.0,Yes,None,Yes,136.82
CUST00636,38.0,Female,Abu Dhabi,Desktop,Paid Search,3.0,Yes,Afternoon,14.59,4.0,Apparel,Sports,No,Digital Wallet,3.0,Yes,Cart,No,
CUST00637,38.0,Female,Sharjah,Mobile,Social Media,1.0,No,Evening,5.38,1.0,Electronics,Home & Kitchen,Yes,Digital Wallet,,No,Product Page,No,
CUST00638,47.0,Female,Abu Dhabi,Mobile,Paid Search,2.0,Yes,Evening,5.9,2.0,Beauty,nan,No,Digital Wallet,4.0,Yes,Cart,No,
CUST00639,26.0,Female,Dubai,Mobile,Organic,2.0,Yes,Afternoon,18.07,4.0,Beauty,nan,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00640,40.0,Male,Doha,Mobile,Social Media,2.0,Yes,Night,19.9,8.0,Electronics,Books,No,Credit/Debit Card,1.0,Yes,Checkout,No,
CUST00641,35.0,Male,Muscat,Desktop,Organic,3.0,Yes,Evening,23.23,4.0,Home & Kitchen,Grocery,No,Digital Wallet,3.0,Yes,None,Yes,157.18
CUST00642,46.0,Female,Abu Dhabi,Mobile,Referral,2.0,Yes,Evening,31.32,8.0,Beauty,nan,No,Digital Wallet,3.0,Yes,None,Yes,105.54
CUST00643,49.0,Male,Mumbai,Mobile,Social Media,1.0,No,Afternoon,16.06,4.0,Home & Kitchen,Beauty,No,Credit/Debit Card,,No,Product Page,No,
CUST00644,29.0,Female,Dubai,Mobile,Referral,1.0,No,Night,20.65,3.0,Beauty,nan,Yes,Digital Wallet,2.0,Yes,Checkout,No,
CUST00645,45.0,Male,Doha,Mobile,Organic,4.0,Yes,Evening,22.97,5.0,Sports,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00646,27.0,Male,Sharjah,Mobile,Paid Search,1.0,No,Afternoon,53.91,13.0,Beauty,Grocery,Yes,Digital Wallet,,No,Product Page,No,
CUST00647,36.0,Male,Sharjah,Desktop,Social Media,2.0,Yes,Afternoon,13.93,5.0,Home & Kitchen,nan,No,Digital Wallet,,No,Product Page,No,
CUST00648,39.0,Female,,Mobile,Email,4.0,Yes,Afternoon,30.97,6.0,Sports,nan,Yes,Digital Wallet,4.0,Yes,Checkout,No,
CUST00649,47.0,Male,Dubai,Desktop,Social Media,3.0,Yes,Night,20.14,6.0,Books,nan,Yes,Credit/Debit Card,2.0,Yes,None,Yes,35.34
CUST00650,46.0,Male,Doha,Mobile,Paid Search,1.0,No,Night,21.99,4.0,Apparel,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00651,27.0,Male,Doha,Mobile,Paid Search,1.0,No,Evening,15.91,4.0,Electronics,nan,No,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00652,45.0,Female,Abu Dhabi,Desktop,Email,5.0,Yes,Afternoon,28.41,6.0,Sports,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00653,39.0,Male,Muscat,Desktop,Organic,2.0,Yes,Afternoon,30.35,8.0,Electronics,nan,No,Digital Wallet,,No,Product Page,No,
CUST00654,57.0,Male,Abu Dhabi,Mobile,Organic,4.0,Yes,Evening,23.85,6.0,Books,Electronics,Yes,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00655,32.0,Male,Doha,Desktop,Paid Search,6.0,Yes,Night,28.91,6.0,Electronics,Books,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00656,34.0,Female,Dubai,Tablet,Email,5.0,Yes,Afternoon,46.04,9.0,Books,Grocery,Yes,Credit/Debit Card,4.0,Yes,None,Yes,2122.54
CUST00657,59.0,Male,Dubai,Tablet,Referral,1.0,No,Afternoon,14.22,4.0,Home & Kitchen,Toys,No,Digital Wallet,,No,Product Page,No,
CUST00658,50.0,Male,Abu Dhabi,Desktop,Paid Search,1.0,No,Morning,7.98,2.0,Sports,nan,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00659,26.0,Male,Riyadh,Desktop,Paid Search,2.0,Yes,Afternoon,19.47,,Apparel,Sports,No,Credit/Debit Card,,No,Product Page,No,
CUST00660,36.0,Female,Riyadh,Mobile,Direct,5.0,Yes,Evening,12.35,3.0,Toys,nan,No,Digital Wallet,3.0,Yes,Cart,No,
CUST00661,43.0,Female,Abu Dhabi,Desktop,Email,4.0,Yes,Night,20.26,7.0,Electronics,Home & Kitchen,Yes,Credit/Debit Card,3.0,Yes,None,Yes,321.59
CUST00662,47.0,Female,Dubai,Mobile,Organic,3.0,Yes,Afternoon,15.86,,Apparel,nan,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00663,30.0,Female,Abu Dhabi,Tablet,Direct,2.0,Yes,Afternoon,9.86,,Electronics,nan,No,BNPL,2.0,Yes,Checkout,No,
CUST00664,54.0,Female,Doha,Mobile,Organic,3.0,Yes,Evening,9.08,6.0,Grocery,nan,No,Cash on Delivery,3.0,Yes,Checkout,No,
CUST00665,25.0,Male,Doha,Mobile,Paid Search,2.0,Yes,Night,42.93,8.0,Apparel,Toys,Yes,Credit/Debit Card,3.0,Yes,None,Yes,121.77
CUST00666,28.0,Female,Dubai,Mobile,Organic,2.0,Yes,Afternoon,15.68,4.0,Beauty,nan,No,Digital Wallet,3.0,Yes,Cart,No,
CUST00667,52.0,Female,Dubai,Mobile,Organic,3.0,Yes,Afternoon,9.89,3.0,Beauty,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00668,38.0,Female,Kuwait City,Mobile,Referral,1.0,No,Afternoon,14.06,4.0,Books,nan,Yes,BNPL,,No,Product Page,No,
CUST00669,39.0,Male,Dubai,Mobile,Paid Search,1.0,No,Evening,19.94,5.0,Beauty,nan,No,Digital Wallet,,No,Product Page,No,
